순번,표제어,파생어,원문,교육부_별표,난이도_분류,교재_ID
739,prison,,prison**,**,필수 영단어 2000,essential_2000
740,profit,,profit**,**,필수 영단어 2000,essential_2000
741,proper,,proper**,**,필수 영단어 2000,essential_2000
742,public,,public**,**,필수 영단어 2000,essential_2000
743,punish,,punish**,**,필수 영단어 2000,essential_2000
744,purple,,purple**,**,필수 영단어 2000,essential_2000
745,puzzle,,puzzle**,**,필수 영단어 2000,essential_2000
746,rather,,rather**,**,필수 영단어 2000,essential_2000
747,reason,(reasonable),reason** (reasonable),**,필수 영단어 2000,essential_2000
748,recent,,recent**,**,필수 영단어 2000,essential_2000
749,recipe,,recipe**,**,필수 영단어 2000,essential_2000
750,record,,record**,**,필수 영단어 2000,essential_2000
751,reduce,,reduce**,**,필수 영단어 2000,essential_2000
752,refuse,,refuse**,**,필수 영단어 2000,essential_2000
753,regard,,regard**,**,필수 영단어 2000,essential_2000
754,region,,region**,**,필수 영단어 2000,essential_2000
755,relate,"(relative, relation, relationship)","relate** (relative, relation, relationship)",**,필수 영단어 2000,essential_2000
756,relief,,relief**,**,필수 영단어 2000,essential_2000
757,remain,,remain**,**,필수 영단어 2000,essential_2000
758,remark,,remark**,**,필수 영단어 2000,essential_2000
759,remind,,remind**,**,필수 영단어 2000,essential_2000
760,remove,,remove**,**,필수 영단어 2000,essential_2000
761,repair,,repair**,**,필수 영단어 2000,essential_2000
762,repeat,,repeat**,**,필수 영단어 2000,essential_2000
763,report,,report**,**,필수 영단어 2000,essential_2000
764,resist,,resist**,**,필수 영단어 2000,essential_2000
765,result,,result**,**,필수 영단어 2000,essential_2000
766,retire,,retire**,**,필수 영단어 2000,essential_2000
767,rocket,,rocket**,**,필수 영단어 2000,essential_2000
768,salary,,salary**,**,필수 영단어 2000,essential_2000
769,sample,,sample**,**,필수 영단어 2000,essential_2000
770,scream,,scream**,**,필수 영단어 2000,essential_2000
771,screen,,screen**,**,필수 영단어 2000,essential_2000
772,search,,search**,**,필수 영단어 2000,essential_2000
773,secret,,secret**,**,필수 영단어 2000,essential_2000
774,secure,,secure**,**,필수 영단어 2000,essential_2000
775,select,,select**,**,필수 영단어 2000,essential_2000
776,senior,,senior**,**,필수 영단어 2000,essential_2000
777,series,,series**,**,필수 영단어 2000,essential_2000
778,settle,,settle**,**,필수 영단어 2000,essential_2000
779,shadow,,shadow**,**,필수 영단어 2000,essential_2000
780,shower,,shower**,**,필수 영단어 2000,essential_2000
781,silver,,silver**,**,필수 영단어 2000,essential_2000
782,simple,,simple**,**,필수 영단어 2000,essential_2000
783,single,,single**,**,필수 영단어 2000,essential_2000
784,slight,,slight**,**,필수 영단어 2000,essential_2000
785,smooth,,smooth**,**,필수 영단어 2000,essential_2000
786,social,,social**,**,필수 영단어 2000,essential_2000
787,source,,source**,**,필수 영단어 2000,essential_2000
788,speech,,speech**,**,필수 영단어 2000,essential_2000
789,spirit,,spirit**,**,필수 영단어 2000,essential_2000
790,spread,,spread**,**,필수 영단어 2000,essential_2000
791,square,,square**,**,필수 영단어 2000,essential_2000
792,stable,,stable**,**,필수 영단어 2000,essential_2000
793,stairs,,stairs**,**,필수 영단어 2000,essential_2000
794,steady,,steady**,**,필수 영단어 2000,essential_2000
795,stream,,stream**,**,필수 영단어 2000,essential_2000
796,stress,,stress**,**,필수 영단어 2000,essential_2000
797,strike,,strike**,**,필수 영단어 2000,essential_2000
798,string,,string**,**,필수 영단어 2000,essential_2000
799,studio,,studio**,**,필수 영단어 2000,essential_2000
800,sudden,,sudden**,**,필수 영단어 2000,essential_2000
801,suffer,,suffer**,**,필수 영단어 2000,essential_2000
802,supper,,supper**,**,필수 영단어 2000,essential_2000
803,supply,,supply**,**,필수 영단어 2000,essential_2000
804,survey,,survey**,**,필수 영단어 2000,essential_2000
805,switch,,switch**,**,필수 영단어 2000,essential_2000
806,system,,system**,**,필수 영단어 2000,essential_2000
807,target,,target**,**,필수 영단어 2000,essential_2000
808,theory,,theory**,**,필수 영단어 2000,essential_2000
809,though,,though**,**,필수 영단어 2000,essential_2000
810,threat,,threat**,**,필수 영단어 2000,essential_2000
811,throat,,throat**,**,필수 영단어 2000,essential_2000
812,toilet,,toilet**,**,필수 영단어 2000,essential_2000
813,tongue,,tongue**,**,필수 영단어 2000,essential_2000
814,toward,/ towards,toward** / towards**,**,필수 영단어 2000,essential_2000
815,unless,,unless**,**,필수 영단어 2000,essential_2000
816,valley,,valley**,**,필수 영단어 2000,essential_2000
817,victim,,victim**,**,필수 영단어 2000,essential_2000
818,vision,,vision**,**,필수 영단어 2000,essential_2000
819,volume,,volume**,**,필수 영단어 2000,essential_2000
820,weapon,,weapon**,**,필수 영단어 2000,essential_2000
821,within,,within**,**,필수 영단어 2000,essential_2000
822,wonder,,wonder**,**,필수 영단어 2000,essential_2000
823,account,,account**,**,필수 영단어 2000,essential_2000
824,achieve,,achieve**,**,필수 영단어 2000,essential_2000
825,advance,,advance**,**,필수 영단어 2000,essential_2000
826,airline,,airline**,**,필수 영단어 2000,essential_2000
827,airport,,airport**,**,필수 영단어 2000,essential_2000
828,alcohol,,alcohol**,**,필수 영단어 2000,essential_2000
829,anxious,,anxious**,**,필수 영단어 2000,essential_2000
830,appoint,,appoint**,**,필수 영단어 2000,essential_2000
831,arrange,,arrange**,**,필수 영단어 2000,essential_2000
832,article,,article**,**,필수 영단어 2000,essential_2000
833,attempt,,attempt**,**,필수 영단어 2000,essential_2000
834,attract,,attract**,**,필수 영단어 2000,essential_2000
835,average,,average**,**,필수 영단어 2000,essential_2000
836,awkward,,awkward**,**,필수 영단어 2000,essential_2000
837,balance,,balance**,**,필수 영단어 2000,essential_2000
838,balloon,,balloon**,**,필수 영단어 2000,essential_2000
839,battery,,battery**,**,필수 영단어 2000,essential_2000
840,beneath,,beneath**,**,필수 영단어 2000,essential_2000
841,benefit,,benefit**,**,필수 영단어 2000,essential_2000
842,billion,,billion**,**,필수 영단어 2000,essential_2000
843,blanket,,blanket**,**,필수 영단어 2000,essential_2000
844,breathe,,breathe**,**,필수 영단어 2000,essential_2000
845,capable,,capable**,**,필수 영단어 2000,essential_2000
846,capital,,capital**,**,필수 영단어 2000,essential_2000
847,captain,,captain**,**,필수 영단어 2000,essential_2000
848,ceiling,,ceiling**,**,필수 영단어 2000,essential_2000
849,century,,century**,**,필수 영단어 2000,essential_2000
850,channel,,channel**,**,필수 영단어 2000,essential_2000
851,citizen,,citizen**,**,필수 영단어 2000,essential_2000
852,climate,,climate**,**,필수 영단어 2000,essential_2000
853,combine,,combine**,**,필수 영단어 2000,essential_2000
854,comfort,(comfortable),comfort** (comfortable),**,필수 영단어 2000,essential_2000
855,command,,command**,**,필수 영단어 2000,essential_2000
856,comment,,comment**,**,필수 영단어 2000,essential_2000
857,compare,,compare**,**,필수 영단어 2000,essential_2000
858,complex,(complexity),complex** (complexity),**,필수 영단어 2000,essential_2000
859,concept,,concept**,**,필수 영단어 2000,essential_2000
860,concern,,concern**,**,필수 영단어 2000,essential_2000
861,concert,,concert**,**,필수 영단어 2000,essential_2000
862,confirm,,confirm**,**,필수 영단어 2000,essential_2000
863,confuse,,confuse**,**,필수 영단어 2000,essential_2000
864,connect,,connect**,**,필수 영단어 2000,essential_2000
865,consume,"(consumer, consumption)","consume** (consumer, consumption)",**,필수 영단어 2000,essential_2000
866,contact,,contact**,**,필수 영단어 2000,essential_2000
867,contain,,contain**,**,필수 영단어 2000,essential_2000
868,content,,content**,**,필수 영단어 2000,essential_2000
869,contest,,contest**,**,필수 영단어 2000,essential_2000
870,context,,context**,**,필수 영단어 2000,essential_2000
871,correct,,correct**,**,필수 영단어 2000,essential_2000
872,cottage,,cottage**,**,필수 영단어 2000,essential_2000
873,council,,council**,**,필수 영단어 2000,essential_2000
874,curious,(curiosity),curious** (curiosity),**,필수 영단어 2000,essential_2000
875,current,,current**,**,필수 영단어 2000,essential_2000
876,darling,,darling**,**,필수 영단어 2000,essential_2000
877,defense,/ defence,defense** / defence**,**,필수 영단어 2000,essential_2000
878,delight,,delight**,**,필수 영단어 2000,essential_2000
879,deliver,,deliver**,**,필수 영단어 2000,essential_2000
880,dentist,,dentist**,**,필수 영단어 2000,essential_2000
881,depress,,depress**,**,필수 영단어 2000,essential_2000
882,deserve,,deserve**,**,필수 영단어 2000,essential_2000
883,despite,,despite**,**,필수 영단어 2000,essential_2000
884,destroy,,destroy**,**,필수 영단어 2000,essential_2000
885,develop,,develop**,**,필수 영단어 2000,essential_2000
886,disgust,,disgust**,**,필수 영단어 2000,essential_2000
887,display,,display**,**,필수 영단어 2000,essential_2000
888,disturb,,disturb**,**,필수 영단어 2000,essential_2000
889,divorce,,divorce**,**,필수 영단어 2000,essential_2000
890,dolphin,,dolphin**,**,필수 영단어 2000,essential_2000
891,economy,,economy**,**,필수 영단어 2000,essential_2000
892,educate,,educate**,**,필수 영단어 2000,essential_2000
893,element,(elementary),element** (elementary),**,필수 영단어 2000,essential_2000
894,emotion,,emotion**,**,필수 영단어 2000,essential_2000
895,examine,(examination / exam),examine** (examination / exam),**,필수 영단어 2000,essential_2000
896,exhaust,,exhaust**,**,필수 영단어 2000,essential_2000
897,expense,(expensive),expense** (expensive),**,필수 영단어 2000,essential_2000
898,explain,,explain**,**,필수 영단어 2000,essential_2000
899,express,,express**,**,필수 영단어 2000,essential_2000
900,extreme,,extreme**,**,필수 영단어 2000,essential_2000
901,factory,,factory**,**,필수 영단어 2000,essential_2000
902,fashion,,fashion**,**,필수 영단어 2000,essential_2000
903,feature,,feature**,**,필수 영단어 2000,essential_2000
904,finance,,finance**,**,필수 영단어 2000,essential_2000
905,foreign,,foreign**,**,필수 영단어 2000,essential_2000
906,forever,,forever**,**,필수 영단어 2000,essential_2000
907,forgive,,forgive**,**,필수 영단어 2000,essential_2000
908,fortune,,fortune**,**,필수 영단어 2000,essential_2000
909,forward,,forward**,**,필수 영단어 2000,essential_2000
910,frankly,,frankly**,**,필수 영단어 2000,essential_2000
911,general,,general**,**,필수 영단어 2000,essential_2000
912,gesture,,gesture**,**,필수 영단어 2000,essential_2000
913,giraffe,,giraffe**,**,필수 영단어 2000,essential_2000
914,grocery,,grocery**,**,필수 영단어 2000,essential_2000
915,highway,,highway**,**,필수 영단어 2000,essential_2000
916,imagine,,imagine**,**,필수 영단어 2000,essential_2000
917,impress,,impress**,**,필수 영단어 2000,essential_2000
918,improve,,improve**,**,필수 영단어 2000,essential_2000
919,include,,include**,**,필수 영단어 2000,essential_2000
920,inspect,,inspect**,**,필수 영단어 2000,essential_2000
921,instant,,instant**,**,필수 영단어 2000,essential_2000
922,instead,,instead**,**,필수 영단어 2000,essential_2000
923,intense,,intense**,**,필수 영단어 2000,essential_2000
924,involve,,involve**,**,필수 영단어 2000,essential_2000
925,journey,,journey**,**,필수 영단어 2000,essential_2000
926,justice,,justice**,**,필수 영단어 2000,essential_2000
927,license,/ licence,license** / licence**,**,필수 영단어 2000,essential_2000
928,machine,,machine**,**,필수 영단어 2000,essential_2000
929,maximum,,maximum**,**,필수 영단어 2000,essential_2000
930,measure,,measure**,**,필수 영단어 2000,essential_2000
931,medical,,medical**,**,필수 영단어 2000,essential_2000
932,mention,,mention**,**,필수 영단어 2000,essential_2000
933,message,,message**,**,필수 영단어 2000,essential_2000
934,mission,,mission**,**,필수 영단어 2000,essential_2000
935,monitor,,monitor**,**,필수 영단어 2000,essential_2000
936,mystery,,mystery**,**,필수 영단어 2000,essential_2000
937,neither,,neither**,**,필수 영단어 2000,essential_2000
938,nowhere,,nowhere**,**,필수 영단어 2000,essential_2000
939,observe,,observe**,**,필수 영단어 2000,essential_2000
940,obvious,,obvious**,**,필수 영단어 2000,essential_2000
941,officer,,officer**,**,필수 영단어 2000,essential_2000
942,operate,,operate**,**,필수 영단어 2000,essential_2000
943,opinion,,opinion**,**,필수 영단어 2000,essential_2000
944,overall,,overall**,**,필수 영단어 2000,essential_2000
945,patient,,patient**,**,필수 영단어 2000,essential_2000
946,pattern,,pattern**,**,필수 영단어 2000,essential_2000
947,perfect,,perfect**,**,필수 영단어 2000,essential_2000
948,perform,,perform**,**,필수 영단어 2000,essential_2000
949,perhaps,,perhaps**,**,필수 영단어 2000,essential_2000
950,pollute,,pollute**,**,필수 영단어 2000,essential_2000
951,popular,,popular**,**,필수 영단어 2000,essential_2000
952,possess,,possess**,**,필수 영단어 2000,essential_2000
953,prepare,,prepare**,**,필수 영단어 2000,essential_2000
954,pretend,,pretend**,**,필수 영단어 2000,essential_2000
955,prevent,,prevent**,**,필수 영단어 2000,essential_2000
956,privacy,,privacy**,**,필수 영단어 2000,essential_2000
957,private,,private**,**,필수 영단어 2000,essential_2000
958,proceed,(procedure),proceed** (procedure),**,필수 영단어 2000,essential_2000
959,process,,process**,**,필수 영단어 2000,essential_2000
960,produce,,produce**,**,필수 영단어 2000,essential_2000
961,promise,,promise**,**,필수 영단어 2000,essential_2000
962,promote,,promote**,**,필수 영단어 2000,essential_2000
963,propose,,propose**,**,필수 영단어 2000,essential_2000
964,protect,,protect**,**,필수 영단어 2000,essential_2000
965,protest,,protest**,**,필수 영단어 2000,essential_2000
966,provide,,provide**,**,필수 영단어 2000,essential_2000
967,purpose,,purpose**,**,필수 영단어 2000,essential_2000
968,quality,(qualify),quality** (qualify),**,필수 영단어 2000,essential_2000
969,quarter,,quarter**,**,필수 영단어 2000,essential_2000
970,rainbow,,rainbow**,**,필수 영단어 2000,essential_2000
971,receive,(reception),receive** (reception),**,필수 영단어 2000,essential_2000
972,recover,,recover**,**,필수 영단어 2000,essential_2000
973,reflect,,reflect**,**,필수 영단어 2000,essential_2000
974,regular,,regular**,**,필수 영단어 2000,essential_2000
975,release,,release**,**,필수 영단어 2000,essential_2000
976,replace,,replace**,**,필수 영단어 2000,essential_2000
977,request,,request**,**,필수 영단어 2000,essential_2000
978,require,,require**,**,필수 영단어 2000,essential_2000
979,reserve,,reserve**,**,필수 영단어 2000,essential_2000
980,respect,(respective),respect** (respective),**,필수 영단어 2000,essential_2000
981,respond,,respond**,**,필수 영단어 2000,essential_2000
982,satisfy,,satisfy**,**,필수 영단어 2000,essential_2000
983,scratch,,scratch**,**,필수 영단어 2000,essential_2000
984,section,,section**,**,필수 영단어 2000,essential_2000
985,serious,,serious**,**,필수 영단어 2000,essential_2000
986,session,,session**,**,필수 영단어 2000,essential_2000
987,several,,several**,**,필수 영단어 2000,essential_2000
988,shelter,,shelter**,**,필수 영단어 2000,essential_2000
989,similar,,similar**,**,필수 영단어 2000,essential_2000
990,situate,(situation),situate** (situation),**,필수 영단어 2000,essential_2000
991,society,,society**,**,필수 영단어 2000,essential_2000
992,soldier,,soldier**,**,필수 영단어 2000,essential_2000
993,species,(special),species** (special),**,필수 영단어 2000,essential_2000
994,sponsor,,sponsor**,**,필수 영단어 2000,essential_2000
995,station,,station**,**,필수 영단어 2000,essential_2000
996,stomach,,stomach**,**,필수 영단어 2000,essential_2000
997,strange,,strange**,**,필수 영단어 2000,essential_2000
998,stretch,,stretch**,**,필수 영단어 2000,essential_2000
999,subject,(subjective),subject** (subjective),**,필수 영단어 2000,essential_2000
1000,succeed,,succeed**,**,필수 영단어 2000,essential_2000
1001,success,,success**,**,필수 영단어 2000,essential_2000
1002,suggest,,suggest**,**,필수 영단어 2000,essential_2000
1003,support,,support**,**,필수 영단어 2000,essential_2000
1004,suppose,,suppose**,**,필수 영단어 2000,essential_2000
1005,surface,,surface**,**,필수 영단어 2000,essential_2000
1006,survive,,survive**,**,필수 영단어 2000,essential_2000
1007,suspect,,suspect**,**,필수 영단어 2000,essential_2000
1008,swallow,,swallow**,**,필수 영단어 2000,essential_2000
1009,sweater,,sweater**,**,필수 영단어 2000,essential_2000
1010,teenage,,teenage**,**,필수 영단어 2000,essential_2000
1011,theater,/ theatre,theater** / theatre**,**,필수 영단어 2000,essential_2000
1012,through,,through**,**,필수 영단어 2000,essential_2000
1013,traffic,,traffic**,**,필수 영단어 2000,essential_2000
1014,trouble,,trouble**,**,필수 영단어 2000,essential_2000
1015,uniform,,uniform**,**,필수 영단어 2000,essential_2000
1016,various,,various**,**,필수 영단어 2000,essential_2000
1017,vehicle,,vehicle**,**,필수 영단어 2000,essential_2000
1018,version,,version**,**,필수 영단어 2000,essential_2000
1019,village,,village**,**,필수 영단어 2000,essential_2000
1020,violent,,violent**,**,필수 영단어 2000,essential_2000
1021,whether,,whether**,**,필수 영단어 2000,essential_2000
1022,whisper,,whisper**,**,필수 영단어 2000,essential_2000
1023,whistle,,whistle**,**,필수 영단어 2000,essential_2000
1024,without,,without**,**,필수 영단어 2000,essential_2000
1025,absolute,,absolute**,**,필수 영단어 2000,essential_2000
1026,accident,,accident**,**,필수 영단어 2000,essential_2000
1027,although,,although**,**,필수 영단어 2000,essential_2000
1028,analysis,,analysis**,**,필수 영단어 2000,essential_2000
1029,announce,,announce**,**,필수 영단어 2000,essential_2000
1030,approach,,approach**,**,필수 영단어 2000,essential_2000
1031,attitude,,attitude**,**,필수 영단어 2000,essential_2000
1032,audience,,audience**,**,필수 영단어 2000,essential_2000
1033,calendar,,calendar**,**,필수 영단어 2000,essential_2000
1034,category,,category**,**,필수 영단어 2000,essential_2000
1035,chairman,,chairman**,**,필수 영단어 2000,essential_2000
1036,champion,,champion**,**,필수 영단어 2000,essential_2000
1037,commerce,,commerce**,**,필수 영단어 2000,essential_2000
1038,complain,,complain**,**,필수 영단어 2000,essential_2000
1039,complete,,complete**,**,필수 영단어 2000,essential_2000
1040,conflict,,conflict**,**,필수 영단어 2000,essential_2000
1041,consider,,consider**,**,필수 영단어 2000,essential_2000
1042,constant,,constant**,**,필수 영단어 2000,essential_2000
1043,continue,,continue**,**,필수 영단어 2000,essential_2000
1044,contract,,contract**,**,필수 영단어 2000,essential_2000
1045,converse,(conversation),converse** (conversation),**,필수 영단어 2000,essential_2000
1046,convince,,convince**,**,필수 영단어 2000,essential_2000
1047,decorate,,decorate**,**,필수 영단어 2000,essential_2000
1048,definite,,definite**,**,필수 영단어 2000,essential_2000
1049,describe,(description),describe** (description),**,필수 영단어 2000,essential_2000
1050,distance,,distance**,**,필수 영단어 2000,essential_2000
1051,district,,district**,**,필수 영단어 2000,essential_2000
1052,document,,document**,**,필수 영단어 2000,essential_2000
1053,domestic,,domestic**,**,필수 영단어 2000,essential_2000
1054,electric,,electric**,**,필수 영단어 2000,essential_2000
1055,engineer,,engineer**,**,필수 영단어 2000,essential_2000
1056,enormous,,enormous**,**,필수 영단어 2000,essential_2000
1057,envelope,,envelope**,**,필수 영단어 2000,essential_2000
1058,especial,(especially),especial** (especially),**,필수 영단어 2000,essential_2000
1059,estimate,,estimate**,**,필수 영단어 2000,essential_2000
1060,evidence,,evidence**,**,필수 영단어 2000,essential_2000
1061,exchange,,exchange**,**,필수 영단어 2000,essential_2000
1062,familiar,,familiar**,**,필수 영단어 2000,essential_2000
1063,function,,function**,**,필수 영단어 2000,essential_2000
1064,gorgeous,,gorgeous**,**,필수 영단어 2000,essential_2000
1065,handsome,,handsome**,**,필수 영단어 2000,essential_2000
1066,hesitate,,hesitate**,**,필수 영단어 2000,essential_2000
1067,identity,(identify),identity** (identify),**,필수 영단어 2000,essential_2000
1068,increase,,increase**,**,필수 영단어 2000,essential_2000
1069,indicate,,indicate**,**,필수 영단어 2000,essential_2000
1070,industry,,industry**,**,필수 영단어 2000,essential_2000
1071,innocent,,innocent**,**,필수 영단어 2000,essential_2000
1072,instance,,instance**,**,필수 영단어 2000,essential_2000
1073,instruct,,instruct**,**,필수 영단어 2000,essential_2000
1074,interest,,interest**,**,필수 영단어 2000,essential_2000
1075,internal,,internal**,**,필수 영단어 2000,essential_2000
1076,language,,language**,**,필수 영단어 2000,essential_2000
1077,magazine,,magazine**,**,필수 영단어 2000,essential_2000
1078,maintain,,maintain**,**,필수 영단어 2000,essential_2000
1079,medicine,,medicine**,**,필수 영단어 2000,essential_2000
1080,military,,military**,**,필수 영단어 2000,essential_2000
1081,moreover,,moreover**,**,필수 영단어 2000,essential_2000
1082,mushroom,,mushroom**,**,필수 영단어 2000,essential_2000
1083,neighbor,/ neighbour,neighbor** / neighbour**,**,필수 영단어 2000,essential_2000
1084,nowadays,,nowadays**,**,필수 영단어 2000,essential_2000
1085,occasion,,occasion**,**,필수 영단어 2000,essential_2000
1086,ordinary,,ordinary**,**,필수 영단어 2000,essential_2000
1087,physical,,physical**,**,필수 영단어 2000,essential_2000
1088,politics,,politics**,**,필수 영단어 2000,essential_2000
1089,possible,,possible**,**,필수 영단어 2000,essential_2000
1090,practice,/ practise,practice** / practise**,**,필수 영단어 2000,essential_2000
1091,pregnant,,pregnant**,**,필수 영단어 2000,essential_2000
1092,presence,,presence**,**,필수 영단어 2000,essential_2000
1093,previous,,previous**,**,필수 영단어 2000,essential_2000
1094,probable,(probably),probable** (probably),**,필수 영단어 2000,essential_2000
1095,progress,,progress**,**,필수 영단어 2000,essential_2000
1096,property,,property**,**,필수 영단어 2000,essential_2000
1097,purchase,,purchase**,**,필수 영단어 2000,essential_2000
1098,register,,register**,**,필수 영단어 2000,essential_2000
1099,research,,research**,**,필수 영단어 2000,essential_2000
1100,resource,,resource**,**,필수 영단어 2000,essential_2000
1101,schedule,,schedule**,**,필수 영단어 2000,essential_2000
1102,sentence,,sentence**,**,필수 영단어 2000,essential_2000
1103,separate,,separate**,**,필수 영단어 2000,essential_2000
1104,shoulder,,shoulder**,**,필수 영단어 2000,essential_2000
1105,somewhat,,somewhat**,**,필수 영단어 2000,essential_2000
1106,specific,,specific**,**,필수 영단어 2000,essential_2000
1107,standard,,standard**,**,필수 영단어 2000,essential_2000
1108,straight,,straight**,**,필수 영단어 2000,essential_2000
1109,strategy,,strategy**,**,필수 영단어 2000,essential_2000
1110,struggle,,struggle**,**,필수 영단어 2000,essential_2000
1111,surprise,,surprise**,**,필수 영단어 2000,essential_2000
1112,surround,,surround**,**,필수 영단어 2000,essential_2000
1113,terrible,,terrible**,**,필수 영단어 2000,essential_2000
1114,thousand,,thousand**,**,필수 영단어 2000,essential_2000
1115,transfer,,transfer**,**,필수 영단어 2000,essential_2000
1116,triangle,,triangle**,**,필수 영단어 2000,essential_2000
1117,advantage,(disadvantage),advantage** (disadvantage),**,필수 영단어 2000,essential_2000
1118,adventure,,adventure**,**,필수 영단어 2000,essential_2000
1119,advertize,/ advertise,advertize** / advertise**,**,필수 영단어 2000,essential_2000
1120,ambulance,,ambulance**,**,필수 영단어 2000,essential_2000
1121,associate,,associate**,**,필수 영단어 2000,essential_2000
1122,attention,,attention**,**,필수 영단어 2000,essential_2000
1123,automatic,,automatic**,**,필수 영단어 2000,essential_2000
1124,brilliant,,brilliant**,**,필수 영단어 2000,essential_2000
1125,calculate,(calculator),calculate** (calculator),**,필수 영단어 2000,essential_2000
1126,catalogue,/ catalog,catalogue** / catalog**,**,필수 영단어 2000,essential_2000
1127,challenge,,challenge**,**,필수 영단어 2000,essential_2000
1128,character,,character**,**,필수 영단어 2000,essential_2000
1129,cigarette,,cigarette**,**,필수 영단어 2000,essential_2000
1130,committee,,committee**,**,필수 영단어 2000,essential_2000
1131,community,,community**,**,필수 영단어 2000,essential_2000
1132,conscious,,conscious**,**,필수 영단어 2000,essential_2000
1133,desperate,,desperate**,**,필수 영단어 2000,essential_2000
1134,determine,,determine**,**,필수 영단어 2000,essential_2000
1135,embarrass,,embarrass**,**,필수 영단어 2000,essential_2000
1136,emphasize,,emphasize**,**,필수 영단어 2000,essential_2000
1137,entertain,,entertain**,**,필수 영단어 2000,essential_2000
1138,establish,,establish**,**,필수 영단어 2000,essential_2000
1139,fantastic,,fantastic**,**,필수 영단어 2000,essential_2000
1140,fascinate,,fascinate**,**,필수 영단어 2000,essential_2000
1141,fortunate,,fortunate**,**,필수 영단어 2000,essential_2000
1142,frustrate,,frustrate**,**,필수 영단어 2000,essential_2000
1143,furniture,,furniture**,**,필수 영단어 2000,essential_2000
1144,guarantee,,guarantee**,**,필수 영단어 2000,essential_2000
1145,immediate,,immediate**,**,필수 영단어 2000,essential_2000
1146,influence,,influence**,**,필수 영단어 2000,essential_2000
1147,interrupt,,interrupt**,**,필수 영단어 2000,essential_2000
1148,knowledge,,knowledge**,**,필수 영단어 2000,essential_2000
1149,microwave,,microwave**,**,필수 영단어 2000,essential_2000
1150,necessary,,necessary**,**,필수 영단어 2000,essential_2000
1151,otherwise,,otherwise**,**,필수 영단어 2000,essential_2000
1152,paragraph,,paragraph**,**,필수 영단어 2000,essential_2000
1153,potential,,potential**,**,필수 영단어 2000,essential_2000
1154,practical,,practical**,**,필수 영단어 2000,essential_2000
1155,principle,,principle**,**,필수 영단어 2000,essential_2000
1156,pronounce,(pronunciation),pronounce** (pronunciation),**,필수 영단어 2000,essential_2000
1157,recognize,,recognize**,**,필수 영단어 2000,essential_2000
1158,recommend,,recommend**,**,필수 영단어 2000,essential_2000
1159,represent,,represent**,**,필수 영단어 2000,essential_2000
1160,secretary,,secretary**,**,필수 영단어 2000,essential_2000
1161,structure,,structure**,**,필수 영단어 2000,essential_2000
1162,technique,/ technic,technique** / technic**,**,필수 영단어 2000,essential_2000
1163,therefore,,therefore**,**,필수 영단어 2000,essential_2000
1164,tradition,,tradition**,**,필수 영단어 2000,essential_2000
1165,transport,(transportation),transport** (transportation),**,필수 영단어 2000,essential_2000
1166,volunteer,,volunteer**,**,필수 영단어 2000,essential_2000
1167,altogether,,altogether**,**,필수 영단어 2000,essential_2000
1168,appreciate,,appreciate**,**,필수 영단어 2000,essential_2000
1169,atmosphere,,atmosphere**,**,필수 영단어 2000,essential_2000
1170,background,,background**,**,필수 영단어 2000,essential_2000
1171,complicate,,complicate**,**,필수 영단어 2000,essential_2000
1172,contribute,,contribute**,**,필수 영단어 2000,essential_2000
1173,dictionary,,dictionary**,**,필수 영단어 2000,essential_2000
1174,disappoint,,disappoint**,**,필수 영단어 2000,essential_2000
1175,discipline,,discipline**,**,필수 영단어 2000,essential_2000
1176,experience,,experience**,**,필수 영단어 2000,essential_2000
1177,experiment,,experiment**,**,필수 영단어 2000,essential_2000
1178,helicopter,,helicopter**,**,필수 영단어 2000,essential_2000
1179,illustrate,,illustrate**,**,필수 영단어 2000,essential_2000
1180,individual,,individual**,**,필수 영단어 2000,essential_2000
1181,instrument,,instrument**,**,필수 영단어 2000,essential_2000
1182,laboratory,/ lab,laboratory** / lab**,**,필수 영단어 2000,essential_2000
1183,livingroom,,livingroom**,**,필수 영단어 2000,essential_2000
1184,particular,(particularly),particular** (particularly),**,필수 영단어 2000,essential_2000
1185,photograph,/ photo,photograph** / photo**,**,필수 영단어 2000,essential_2000
1186,profession,,profession**,**,필수 영단어 2000,essential_2000
1187,strawberry,,strawberry**,**,필수 영단어 2000,essential_2000
1188,technology,,technology**,**,필수 영단어 2000,essential_2000
1189,university,,university**,**,필수 영단어 2000,essential_2000
1190,appropriate,,appropriate**,**,필수 영단어 2000,essential_2000
1191,communicate,(communication),communicate** (communication),**,필수 영단어 2000,essential_2000
1192,concentrate,,concentrate**,**,필수 영단어 2000,essential_2000
1193,countryside,,countryside**,**,필수 영단어 2000,essential_2000
1194,demonstrate,,demonstrate**,**,필수 영단어 2000,essential_2000
1195,investigate,,investigate**,**,필수 영단어 2000,essential_2000
1196,manufacture,,manufacture**,**,필수 영단어 2000,essential_2000
1197,responsible,,responsible**,**,필수 영단어 2000,essential_2000
1198,temperature,,temperature**,**,필수 영단어 2000,essential_2000
1199,circumstance,,circumstance**,**,필수 영단어 2000,essential_2000
1200,characteristic,,characteristic**,**,필수 영단어 2000,essential_2000
1201,a,(an),a* (an),*,필수 영단어 2000,essential_2000
1202,I,,I*,*,필수 영단어 2000,essential_2000
1203,as,,as*,*,필수 영단어 2000,essential_2000
